victim_date,vehicle,age,severity
2019-01-01,sd,57,SD
2019-01-01,sd,SD,SD
2019-01-01,sd,SD,SD
2019-01-01,sd,45,SD
2019-01-01,sd,45,SD
2019-01-01,sd,27,SD
2019-01-01,sd,32,SD
2019-01-01,sd,21,SD
2019-01-01,sd,21,SD
2019-01-01,sd,37,SD
2019-01-01,sd,SD,SD
2019-01-01,sd,33,SD
2019-01-01,sd,25,SD
2019-01-01,sd,23,SD
2019-01-01,sd,SD,SD
2019-01-01,sd,42,SD
2019-01-01,sd,42,SD
2019-01-01,sd,37,SD
2019-01-01,sd,53,SD
2019-01-01,sd,1,SD
2019-01-01,sd,62,SD
2019-01-01,sd,SD,SD
2019-01-01,sd,67,SD
2019-01-01,sd,75,SD
2019-01-02,sd,40,SD
2019-01-02,sd,48,SD
2019-01-02,sd,48,SD
2019-01-02,sd,27,SD
2019-01-02,sd,3,SD
2019-01-02,sd,33,SD
2019-01-02,sd,49,SD
2019-01-02,sd,SD,SD
2019-01-02,sd,SD,SD
2019-09-01,sd,25,SD
2019-01-02,sd,34,SD
2019-01-02,sd,27,SD
2019-01-02,sd,34,SD
2019-01-02,sd,52,SD
2019-01-02,sd,44,SD
2019-01-02,sd,28,SD
2019-01-02,sd,28,SD
2019-01-02,sd,SD,SD
2019-01-02,sd,59,SD
2019-01-02,sd,50,SD
2019-01-02,sd,73,SD
2019-01-03,sd,45,SD
2019-12-24,sd,26,SD
2019-01-13,sd,32,SD
2019-01-03,sd,51,SD
2019-01-03,sd,48,SD
2019-01-03,sd,37,SD
2019-01-03,sd,37,SD
2019-01-03,sd,SD,SD
2019-01-03,sd,16,SD
2019-01-03,sd,43,SD
2019-01-03,sd,38,SD
2019-01-03,sd,38,SD
2019-01-03,sd,SD,SD
2019-01-03,sd,SD,SD
2019-01-03,sd,SD,SD
2019-01-03,sd,28,SD
2019-01-03,sd,45,SD
2019-01-03,sd,51,SD
2019-01-03,sd,33,SD
2019-01-03,sd,43,SD
2019-01-03,sd,64,SD
2019-01-03,sd,36,SD
2019-01-03,sd,36,SD
2019-01-03,sd,45,SD
2019-01-03,sd,SD,SD
2019-01-03,sd,84,SD
2019-01-03,sd,22,SD
2019-01-03,sd,26,SD
2019-10-19,sd,32,SD
2019-01-04,sd,20,SD
2019-01-04,sd,SD,SD
2019-01-04,sd,38,SD
2019-01-04,sd,37,SD
2019-01-04,sd,37,SD
2019-01-04,sd,48,SD
2019-01-04,sd,5,SD
2019-01-04,sd,SD,SD
2019-01-04,sd,SD,SD
2019-01-04,sd,SD,SD
2019-01-04,sd,34,SD
2019-01-04,sd,39,SD
2019-01-04,sd,SD,SD
2019-01-04,sd,28,SD
2019-01-04,sd,SD,SD
2019-01-04,sd,23,SD
2019-01-04,sd,34,SD
2019-01-04,sd,56,SD
2019-01-04,sd,44,SD
2019-01-04,sd,26,SD
2019-01-04,sd,69,SD
2019-01-04,sd,69,SD
2019-01-04,sd,26,SD
2019-01-04,sd,26,SD
2019-01-04,sd,55,SD
2019-01-04,sd,46,SD
2019-01-04,sd,SD,SD
2019-01-04,sd,SD,SD
2019-01-04,sd,34,SD
2019-01-04,sd,29,SD
2019-01-04,sd,34,SD
2019-01-04,sd,SD,SD
2019-01-04,sd,34,SD
2019-01-04,sd,26,SD
2019-01-04,sd,38,SD
2019-01-04,sd,53,SD
2019-01-04,sd,23,SD
2019-01-04,sd,28,SD
2019-01-04,sd,41,SD
2019-05-20,sd,56,SD
2019-01-05,sd,43,SD
2019-01-05,sd,67,SD
2019-01-05,sd,67,SD
2019-01-05,sd,40,SD
2019-01-05,sd,33,SD
2019-01-05,sd,SD,SD
2019-01-05,sd,29,SD
2019-01-05,sd,54,SD
2019-01-05,sd,51,SD
2019-01-05,sd,33,SD
2019-01-05,sd,42,SD
2019-01-05,sd,74,SD
2019-01-05,sd,70,SD
2019-01-05,sd,40,SD
2019-01-05,sd,6,SD
2019-01-05,sd,30,SD
2019-01-13,sd,SD,SD
2019-01-05,sd,28,SD
2019-01-05,sd,12,SD
2019-01-05,sd,83,SD
2019-01-05,sd,27,SD
2019-01-06,sd,24,SD
2019-01-06,sd,27,SD
2019-01-06,sd,35,SD
2019-01-06,sd,12,SD
2019-01-06,sd,12,SD
2019-01-06,sd,12,SD
2019-01-06,sd,12,SD
2019-01-06,sd,12,SD
2019-01-06,sd,12,SD
2019-01-06,sd,12,SD
2019-01-06,sd,12,SD
2019-01-06,sd,12,SD
2019-01-06,sd,12,SD
2019-01-06,sd,44,SD
2019-01-06,sd,44,SD
2019-01-07,sd,70,SD
2019-01-07,sd,29,SD
2019-01-07,sd,64,SD
2019-01-07,sd,27,SD
2019-01-07,sd,68,SD
2019-03-13,sd,49,SD
2019-01-07,sd,21,SD
2019-03-13,sd,SD,SD
2019-01-07,sd,15,SD
2019-01-07,sd,22,SD
2019-01-07,sd,22,SD
2019-01-07,sd,22,SD
2019-01-07,sd,74,SD
2019-01-07,sd,38,SD
2019-01-07,sd,34,SD
2019-02-08,sd,31,SD
2019-01-07,sd,19,SD
2019-01-07,sd,27,SD
2019-01-07,sd,45,SD
2019-07-26,sd,30,SD
2019-01-07,sd,30,SD
2019-01-07,sd,9,SD
2019-01-07,sd,9,SD
2019-01-07,sd,49,SD
2019-01-07,sd,39,SD
2019-01-07,sd,75,SD
2019-01-07,sd,35,SD
2019-01-07,sd,35,SD
2019-01-07,sd,2,SD
2019-01-07,sd,26,SD
2019-01-07,sd,13,SD
2019-01-07,sd,13,SD
2019-01-07,sd,6,SD
2019-01-07,sd,75,SD
2019-01-08,sd,39,SD
2019-01-08,sd,22,SD
2019-01-08,sd,29,SD
2019-01-08,sd,9,SD
2019-01-08,sd,32,SD
2019-01-08,sd,42,SD
2019-01-08,sd,83,SD
2019-01-08,sd,62,SD
2019-01-08,sd,62,SD
2019-01-08,sd,18,SD
2019-01-08,sd,18,SD
2019-01-08,sd,29,SD
2019-01-08,sd,29,SD
2019-01-08,sd,30,SD
2019-01-08,sd,30,SD
2019-01-08,sd,32,SD
2019-01-08,sd,41,SD
2019-01-08,sd,64,SD
2019-01-08,sd,64,SD
2019-01-08,sd,33,SD
2019-01-08,sd,31,SD
2019-01-08,sd,31,SD
2019-01-04,sd,20,SD
2019-01-08,sd,34,SD
2019-01-08,sd,5,SD
2019-01-08,sd,6,SD
2019-01-08,sd,17,SD
2019-01-08,sd,40,SD
2019-01-08,sd,40,SD
2019-01-09,sd,SD,SD
2019-01-09,sd,SD,SD
2019-01-09,sd,58,SD
2019-01-09,sd,42,SD
2019-01-09,sd,58,SD
2019-01-09,sd,58,SD
2019-01-09,sd,43,SD
2019-01-09,sd,24,SD
2019-01-09,sd,33,SD
2019-01-09,sd,24,SD
2019-01-09,sd,35,SD
2019-01-09,sd,SD,SD
2019-01-09,sd,70,SD
2019-01-09,sd,70,SD
2019-01-09,sd,38,SD
2019-01-09,sd,24,SD
2019-01-09,sd,33,SD
2019-01-09,sd,38,SD
2019-01-09,sd,58,SD
2019-01-09,sd,34,SD
2019-01-09,sd,41,SD
2019-01-09,sd,SD,SD
2019-01-09,sd,SD,SD
2019-01-09,sd,43,SD
2019-01-09,sd,18,SD
2019-01-09,sd,40,SD
2019-01-09,sd,31,SD
2019-01-09,sd,55,SD
2019-01-10,sd,49,SD
2019-01-10,sd,29,SD
2019-01-10,sd,42,SD
2019-01-10,sd,26,SD
2019-01-10,sd,SD,SD
2019-01-10,sd,54,SD
2019-01-10,sd,62,SD
2019-01-10,sd,24,SD
2019-01-10,sd,12,SD
2019-01-10,sd,33,SD
2019-01-10,sd,34,SD
2019-01-10,sd,39,SD
2019-01-10,sd,31,SD
2019-01-10,sd,36,SD
2019-01-11,sd,42,SD
2019-01-11,sd,42,SD
2019-01-11,sd,28,SD
2019-01-11,sd,24,SD
2019-01-11,sd,60,SD
2019-01-11,sd,SD,SD
2019-01-11,sd,SD,SD
2019-01-11,sd,SD,SD
2019-01-11,sd,41,SD
2019-01-11,sd,SD,SD
2019-01-11,sd,44,SD
2019-01-11,sd,SD,SD
2019-01-11,sd,41,SD
2019-01-11,sd,54,SD
2019-01-11,sd,67,SD
2019-01-11,sd,74,SD
2019-01-11,sd,64,SD
2019-01-11,sd,34,SD
2019-01-11,sd,36,SD
2019-01-11,sd,25,SD
2019-01-11,sd,35,SD
2019-01-11,sd,SD,SD
2019-01-11,sd,43,SD
2019-01-11,sd,30,SD
2019-01-11,sd,58,SD
2019-01-11,sd,41,SD
2019-01-11,sd,26,SD
2019-01-11,sd,42,SD
2019-01-11,sd,22,SD
2019-01-11,sd,SD,SD
2019-01-11,sd,SD,SD
2019-01-11,sd,29,SD
2019-01-11,sd,SD,SD
2019-01-11,sd,36,SD
2019-01-11,sd,45,SD
2019-01-11,sd,23,SD
2019-01-11,sd,25,SD
2019-01-11,sd,SD,SD
2019-01-11,sd,34,SD
2019-01-11,sd,37,SD
2019-01-12,sd,24,SD
2019-01-12,sd,24,SD
2019-01-12,sd,52,SD
2019-01-12,sd,34,SD
2019-01-12,sd,34,SD
2019-01-12,sd,33,SD
2019-01-12,sd,39,SD
2019-01-12,sd,39,SD
2019-01-12,sd,SD,SD
2019-01-12,sd,27,SD
2019-01-12,sd,31,SD
2019-01-12,sd,SD,SD
2019-01-12,sd,70,SD
2019-01-12,sd,32,SD
2019-01-12,sd,25,SD
2019-01-12,sd,27,SD
2019-01-12,sd,47,SD
2019-01-12,sd,50,SD
2019-01-12,sd,35,SD
2019-01-12,sd,25,SD
2019-01-12,sd,54,SD
2019-01-12,sd,34,SD
2019-01-12,sd,34,SD
2019-01-12,sd,38,SD
2019-01-12,sd,75,SD
2019-01-12,sd,58,SD
2019-01-12,sd,31,SD
2019-01-12,sd,59,SD
2019-01-13,sd,73,SD
2019-01-13,sd,41,SD
2019-01-13,sd,31,SD
2019-01-13,sd,42,SD
2019-01-13,sd,45,SD
2019-01-13,sd,45,SD
2019-01-13,sd,33,SD
2019-01-13,sd,28,SD
2019-01-13,sd,33,SD
2019-01-13,sd,33,SD
2019-01-13,sd,SD,SD
2019-10-14,sd,20,SD
2019-01-13,sd,41,SD
2019-01-13,sd,41,SD
2019-01-13,sd,21,SD
2019-01-13,sd,21,SD
2019-06-18,sd,37,SD
2019-01-13,sd,64,SD
2019-01-13,sd,64,SD
2019-01-13,sd,36,SD
2019-01-13,sd,36,SD
2019-01-13,sd,74,SD
2019-01-14,sd,21,SD
2019-01-14,sd,21,SD
2019-01-14,sd,48,SD
2019-01-14,sd,48,SD
2019-01-14,sd,SD,SD
2019-01-14,sd,29,SD
2019-01-14,sd,20,SD
2019-01-14,sd,20,SD
2019-01-14,sd,32,SD
2019-01-14,sd,40,SD
2019-01-14,sd,40,SD
2019-01-14,sd,SD,SD
2019-01-14,sd,SD,SD
2019-01-14,sd,34,SD
2019-01-14,sd,60,SD
2019-01-14,sd,SD,SD
2019-01-14,sd,SD,SD
2019-01-14,sd,SD,SD
2019-01-14,sd,31,SD
2019-01-14,sd,25,SD
2019-01-14,sd,SD,SD
2019-01-14,sd,SD,SD
2019-01-14,sd,29,SD
2019-01-14,sd,41,SD
2019-01-14,sd,41,SD
2019-01-14,sd,25,SD
2019-01-14,sd,33,SD
2019-01-14,sd,27,SD
2019-01-14,sd,SD,SD
2019-01-14,sd,33,SD
2019-01-14,sd,30,SD
2019-01-14,sd,60,SD
2019-01-14,sd,28,SD
2019-01-15,sd,59,SD
2019-01-15,sd,59,SD
2019-01-15,sd,32,SD
2019-01-15,sd,18,SD
2019-01-15,sd,18,SD
2019-01-15,sd,32,SD
2019-05-15,sd,58,SD
2019-01-15,sd,7,SD
2019-05-15,sd,58,SD
2019-01-15,sd,40,SD
2019-01-15,sd,40,SD
2019-01-15,sd,SD,SD
2019-01-15,sd,SD,SD
2019-03-28,sd,62,SD
2019-01-15,sd,67,SD
2019-01-15,sd,44,SD
2019-01-15,sd,62,SD
2019-01-15,sd,SD,SD
2019-01-15,sd,32,SD
2019-01-15,sd,22,SD
2019-01-15,sd,57,SD
2019-01-15,sd,SD,SD
2019-01-15,sd,50,SD
2019-04-09,sd,SD,SD
2019-01-15,sd,63,SD
2019-01-15,sd,SD,SD
2019-01-15,sd,33,SD
2019-01-15,sd,29,SD
2019-01-15,sd,27,SD
2019-01-15,sd,SD,SD
2019-01-15,sd,SD,SD
2019-01-15,sd,32,SD
2019-01-15,sd,40,SD
2019-01-16,sd,41,SD
2019-01-16,sd,26,SD
2019-01-16,sd,39,SD
2019-01-16,sd,SD,SD
2019-01-16,sd,40,SD
2019-01-16,sd,40,SD
2019-01-16,sd,42,SD
2019-01-16,sd,51,SD
2019-01-16,sd,27,SD
2019-01-16,sd,27,SD
2019-01-16,sd,34,SD
2019-01-16,sd,26,SD
2019-01-16,sd,23,SD
2019-01-16,sd,23,SD
2019-01-16,sd,34,SD
2019-01-16,sd,35,SD
2019-01-16,sd,SD,SD
2019-01-16,sd,SD,SD
2019-01-16,sd,66,SD
2019-01-16,sd,6,SD
2019-01-16,sd,45,SD
2019-01-16,sd,22,SD
2019-01-16,sd,24,SD
2019-01-16,sd,29,SD
2019-01-16,sd,SD,SD
2019-01-17,sd,SD,SD
2019-01-17,sd,SD,SD
2019-01-17,sd,28,SD
2019-01-17,sd,SD,SD
2019-01-17,sd,SD,SD
2019-01-17,sd,SD,SD
2019-01-17,sd,SD,SD
2019-01-17,sd,66,SD
2019-01-17,sd,66,SD
2019-01-17,sd,29,SD
2019-01-17,sd,80,SD
2019-01-17,sd,SD,SD
2019-01-17,sd,33,SD
2019-01-17,sd,48,SD
2019-01-17,sd,24,SD
2019-01-17,sd,43,SD
2019-01-17,sd,23,SD
2019-01-17,sd,45,SD
2019-01-17,sd,43,SD
2019-01-17,sd,28,SD
2019-01-17,sd,65,SD
2019-01-17,sd,39,SD
2019-01-17,sd,27,SD
2019-01-17,sd,31,SD
2019-01-17,sd,32,SD
2019-01-17,sd,23,SD
2019-01-17,sd,SD,SD
2019-01-17,sd,SD,SD
2019-01-17,sd,66,SD
2019-01-17,sd,26,SD
2019-01-18,sd,27,SD
2019-01-18,sd,21,SD
2019-01-18,sd,32,SD
2019-01-18,sd,SD,SD
2019-01-18,sd,SD,SD
2019-01-18,sd,25,SD
2019-01-18,sd,41,SD
2019-01-18,sd,41,SD
2019-01-18,sd,71,SD
2019-01-18,sd,31,SD
2019-01-18,sd,67,SD
2019-01-18,sd,24,SD
2019-01-18,sd,24,SD
2019-01-18,sd,1,SD
2019-01-18,sd,52,SD
2019-01-18,sd,SD,SD
2019-01-18,sd,SD,SD
2019-01-18,sd,37,SD
2019-01-18,sd,37,SD
2019-01-18,sd,24,SD
2019-01-18,sd,SD,SD
2019-01-18,sd,33,SD
2019-01-18,sd,70,SD
2019-01-18,sd,38,SD
2019-01-18,sd,38,SD
2019-01-18,sd,SD,SD
2019-01-18,sd,SD,SD
2019-01-18,sd,36,SD
2019-01-18,sd,42,SD
2019-01-18,sd,33,SD
2019-01-18,sd,SD,SD
2019-01-18,sd,SD,SD
2019-01-18,sd,44,SD
2019-01-18,sd,SD,SD
2019-01-18,sd,38,SD
2019-01-18,sd,39,SD
2019-01-19,sd,17,SD
2019-01-19,sd,23,SD
2019-01-19,sd,23,SD
2019-01-19,sd,27,SD
2019-01-19,sd,79,SD
2019-01-19,sd,27,SD
2019-01-19,sd,20,SD
2019-01-19,sd,20,SD
2019-01-19,sd,27,SD
2019-01-19,sd,85,SD
2019-01-19,sd,37,SD
2019-01-19,sd,52,SD
2019-01-19,sd,49,SD
2019-01-19,sd,49,SD
2019-01-19,sd,SD,SD
2019-01-19,sd,61,SD
2019-01-19,sd,61,SD
2019-01-19,sd,SD,SD
2019-01-19,sd,SD,SD
2019-01-15,sd,6,SD
2019-01-19,sd,37,SD
2019-01-19,sd,26,SD
2019-01-19,sd,64,SD
2019-01-19,sd,19,SD
2019-01-19,sd,48,SD
2019-01-19,sd,71,SD
2019-01-19,sd,37,SD
2019-01-20,sd,29,SD
2019-01-20,sd,47,SD
2019-01-20,sd,18,SD
2019-01-20,sd,SD,SD
2019-01-20,sd,24,SD
2019-01-20,sd,SD,SD
2019-01-20,sd,60,SD
2019-01-20,sd,45,SD
2019-01-20,sd,SD,SD
2019-01-20,sd,SD,SD
2019-01-20,sd,41,SD
2019-01-20,sd,41,SD
2019-01-20,sd,23,SD
2019-01-20,sd,23,SD
2019-01-20,sd,SD,SD
2019-01-20,sd,19,SD
2019-01-20,sd,32,SD
2019-01-20,sd,32,SD
2019-01-20,sd,57,SD
2019-01-20,sd,SD,SD
2019-01-20,sd,57,SD
2019-01-20,sd,SD,SD
2019-01-21,sd,57,SD
2019-01-21,sd,60,SD
2019-01-21,sd,31,SD
2019-01-21,sd,77,SD
2019-01-21,sd,43,SD
2019-01-21,sd,47,SD
2019-01-21,sd,37,SD
2019-01-21,sd,90,SD
2019-01-21,sd,38,SD
2019-01-21,sd,30,SD
2019-01-21,sd,56,SD
2019-01-21,sd,61,SD
2019-01-21,sd,61,SD
2019-02-10,sd,20,SD
2019-01-21,sd,33,SD
2019-01-21,sd,48,SD
2019-01-22,sd,24,SD
2019-01-22,sd,35,SD
2019-01-22,sd,30,SD
2019-01-22,sd,30,SD
2019-01-22,sd,SD,SD
2019-01-22,sd,60,SD
2019-01-22,sd,SD,SD
2019-01-22,sd,51,SD
2019-01-22,sd,28,SD
2019-01-22,sd,32,SD
2019-04-21,sd,44,SD
2019-01-22,sd,SD,SD
2019-01-22,sd,SD,SD
2019-01-22,sd,50,SD
2019-01-22,sd,50,SD
2019-01-22,sd,24,SD
2019-01-22,sd,21,SD
2019-01-22,sd,31,SD
2019-01-22,sd,59,SD
2019-01-22,sd,SD,SD
2019-01-22,sd,37,SD
2019-01-22,sd,37,SD
2019-01-22,sd,28,SD
2019-01-22,sd,SD,SD
2019-01-22,sd,SD,SD
2019-01-22,sd,SD,SD
2019-01-22,sd,23,SD
2019-01-22,sd,56,SD
2019-01-22,sd,37,SD
2019-01-22,sd,44,SD
2019-01-22,sd,44,SD
2019-01-22,sd,SD,SD
2019-01-23,sd,SD,SD
2019-01-23,sd,53,SD
2019-01-23,sd,37,SD
2019-01-23,sd,36,SD
2019-01-23,sd,29,SD
2019-01-23,sd,SD,SD
2019-01-23,sd,SD,SD
2019-01-23,sd,22,SD
2019-01-23,sd,24,SD
2019-01-23,sd,43,SD
2019-01-23,sd,58,SD
2019-01-23,sd,28,SD
2019-01-23,sd,36,SD
2019-01-23,sd,SD,SD
2019-01-23,sd,42,SD
2019-01-23,sd,SD,SD
2019-01-23,sd,46,SD
2019-01-23,sd,59,SD
2019-01-23,sd,12,SD
2019-01-23,sd,12,SD
2019-01-23,sd,12,SD
2019-01-23,sd,12,SD
2019-01-23,sd,12,SD
2019-01-23,sd,12,SD
2019-01-23,sd,12,SD
2019-01-23,sd,12,SD
2019-01-23,sd,12,SD
2019-01-23,sd,12,SD
2019-01-23,sd,24,SD
2019-01-23,sd,17,SD
2019-01-23,sd,17,SD
2019-01-23,sd,52,SD
2019-01-23,sd,SD,SD
2019-01-23,sd,46,SD
2019-01-23,sd,SD,SD
2019-01-23,sd,58,SD
2019-01-23,sd,23,SD
2019-01-24,sd,33,SD
2019-01-24,sd,23,SD
2019-01-24,sd,25,SD
2019-09-22,sd,43,SD
2019-02-28,sd,22,SD
2019-05-03,sd,22,SD
2019-02-04,sd,29,SD
2019-01-24,sd,39,SD
2019-01-24,sd,44,SD
2019-01-24,sd,30,SD
2019-06-20,sd,29,SD
2019-10-14,sd,58,SD
2019-01-24,sd,64,SD
2019-01-24,sd,27,SD
2019-01-24,sd,68,SD
2019-01-24,sd,68,SD
2019-01-24,sd,SD,SD
2019-01-24,sd,SD,SD
2019-01-24,sd,45,SD
2019-01-24,sd,SD,SD
2019-01-24,sd,SD,SD
2019-01-24,sd,56,SD
2019-01-24,sd,21,SD
2019-01-24,sd,SD,SD
2019-01-24,sd,56,SD
2019-01-24,sd,28,SD
2019-01-24,sd,40,SD
2019-01-24,sd,40,SD
2019-01-24,sd,22,SD
2019-01-24,sd,40,SD
2019-01-24,sd,26,SD
2019-01-24,sd,44,SD
2019-01-24,sd,SD,SD
2019-01-24,sd,SD,SD
2019-01-24,sd,SD,SD
2019-01-24,sd,SD,SD
2019-01-24,sd,39,SD
2019-01-24,sd,42,SD
2019-01-24,sd,42,SD
2019-01-24,sd,SD,SD
2019-01-24,sd,39,SD
2019-01-24,sd,43,SD
2019-01-24,sd,55,SD
2019-01-24,sd,55,SD
2019-01-24,sd,40,SD
2019-01-24,sd,30,SD
2019-01-25,sd,34,SD
2019-01-25,sd,32,SD
2019-01-25,sd,32,SD
2019-01-25,sd,26,SD
2019-01-25,sd,26,SD
2019-01-25,sd,40,SD
2019-01-25,sd,45,SD
2019-01-25,sd,56,SD
2019-01-25,sd,56,SD
2019-01-25,sd,57,SD
2019-01-25,sd,46,SD
2019-01-25,sd,75,SD
2019-01-25,sd,46,SD
2019-01-25,sd,28,SD
2019-01-25,sd,73,SD
2019-01-25,sd,24,SD
2019-01-25,sd,SD,SD
2019-01-25,sd,30,SD
2019-01-25,sd,38,SD
2019-01-25,sd,41,SD
2019-01-25,sd,SD,SD
2019-01-25,sd,38,SD
2019-01-25,sd,SD,SD
2019-01-25,sd,SD,SD
2019-10-25,sd,45,SD
2019-01-25,sd,33,SD
2019-01-25,sd,SD,SD
2019-01-25,sd,53,SD
2019-01-25,sd,53,SD
2019-01-25,sd,83,SD
2019-01-25,sd,SD,SD
2019-01-25,sd,40,SD
2019-01-25,sd,33,SD
2019-01-25,sd,43,SD
2019-01-26,sd,41,SD
2019-01-19,sd,33,SD
2019-01-26,sd,36,SD
2019-01-26,sd,30,SD
2019-01-26,sd,35,SD
2019-01-26,sd,35,SD
2019-01-26,sd,39,SD
2019-01-26,sd,39,SD
2019-01-26,sd,30,SD
2019-01-26,sd,33,SD
2019-01-26,sd,33,SD
2019-01-27,sd,22,SD
2019-01-27,sd,43,SD
2019-01-27,sd,43,SD
2019-01-27,sd,SD,SD
2019-01-27,sd,33,SD
2019-01-27,sd,33,SD
2019-01-27,sd,69,SD
2019-01-27,sd,69,SD
2019-01-27,sd,SD,SD
2019-01-27,sd,43,SD
2019-01-27,sd,65,SD
2019-01-27,sd,SD,SD
2019-01-27,sd,40,SD
2019-01-27,sd,28,SD
2019-01-27,sd,29,SD
2019-01-27,sd,63,SD
2019-01-27,sd,26,SD
2019-01-27,sd,60,SD
2019-01-27,sd,32,SD
2019-01-27,sd,SD,SD
2019-01-27,sd,27,SD
2019-01-28,sd,40,SD
2019-01-28,sd,30,SD
2019-01-28,sd,28,SD
2019-01-28,sd,26,SD
2019-01-28,sd,70,SD
2019-01-28,sd,SD,SD
2019-01-28,sd,SD,SD
2019-01-28,sd,65,SD
2019-01-28,sd,76,SD
2019-01-28,sd,SD,SD
2019-01-28,sd,SD,SD
2019-01-28,sd,SD,SD
2019-01-28,sd,SD,SD
2019-01-28,sd,32,SD
2019-01-28,sd,38,SD
2019-01-28,sd,62,SD
2019-01-28,sd,43,SD
2019-01-28,sd,43,SD
2019-01-28,sd,23,SD
2019-01-28,sd,26,SD
2019-01-28,sd,26,SD
2019-01-28,sd,28,SD
2019-01-28,sd,36,SD
2019-01-28,sd,50,SD
2019-01-28,sd,SD,SD
2019-01-28,sd,32,SD
2019-01-28,sd,64,SD
2019-01-28,sd,22,SD
2019-01-28,sd,29,SD
2019-01-28,sd,28,SD
2019-01-28,sd,SD,SD
2019-01-28,sd,28,SD
2019-01-28,sd,34,SD
2019-01-28,sd,47,SD
2019-01-28,sd,SD,SD
2019-01-29,sd,31,SD
2019-01-29,sd,53,SD
2019-01-29,sd,30,SD
2019-01-29,sd,39,SD
2019-01-29,sd,45,SD
2019-01-29,sd,SD,SD
2019-01-29,sd,42,SD
2019-01-29,sd,22,SD
2019-01-29,sd,35,SD
2019-01-29,sd,SD,SD
2019-01-29,sd,SD,SD
2019-01-29,sd,SD,SD
2019-01-29,sd,66,SD
2019-01-29,sd,66,SD
2019-01-29,sd,65,SD
2019-01-29,sd,65,SD
2019-01-29,sd,SD,SD
2019-01-29,sd,64,SD
2019-01-29,sd,SD,SD
2019-01-29,sd,66,SD
2019-01-29,sd,25,SD
2019-01-29,sd,SD,SD
2019-01-29,sd,SD,SD
2019-01-29,sd,SD,SD
2019-01-29,sd,9,SD
2019-01-29,sd,9,SD
2019-01-29,sd,SD,SD
2019-01-29,sd,SD,SD
2019-01-29,sd,31,SD
2019-01-29,sd,SD,SD
2019-04-06,sd,SD,SD
2019-08-29,sd,43,SD
2019-01-29,sd,52,SD
2019-01-29,sd,52,SD
2019-01-29,sd,51,SD
2019-01-29,sd,33,SD
2019-01-30,sd,SD,SD
2019-01-30,sd,42,SD
2019-01-30,sd,SD,SD
2019-01-30,sd,62,SD
2019-01-30,sd,63,SD
2019-01-30,sd,27,SD
2019-01-30,sd,57,SD
2019-01-30,sd,SD,SD
2019-01-30,sd,SD,SD
2019-01-30,sd,SD,SD
2019-11-06,sd,43,SD
2019-01-30,sd,37,SD
2019-01-30,sd,77,SD
2019-01-30,sd,35,SD
2019-01-30,sd,21,SD
2019-01-30,sd,SD,SD
2019-01-30,sd,SD,SD
2019-01-30,sd,SD,SD
2019-01-30,sd,SD,SD
2019-01-30,sd,SD,SD
2019-01-30,sd,SD,SD
2019-01-30,sd,57,SD
2019-01-30,sd,47,SD
2019-01-31,sd,SD,SD
2019-01-31,sd,40,SD
2019-01-31,sd,22,SD
2019-01-31,sd,28,SD
2019-01-31,sd,38,SD
2019-01-31,sd,SD,SD
2019-01-31,sd,64,SD
2019-01-31,sd,30,SD
2019-01-31,sd,68,SD
2019-01-31,sd,25,SD
2019-01-31,sd,36,SD
2019-01-31,sd,65,SD
2019-01-31,sd,38,SD
2019-01-31,sd,SD,SD
2019-01-31,sd,SD,SD
2019-01-31,sd,24,SD
2019-01-31,sd,35,SD
2019-01-31,sd,29,SD
2019-01-31,sd,35,SD
2019-01-31,sd,33,SD
2019-01-31,sd,31,SD
2019-01-31,sd,38,SD
2019-01-31,sd,38,SD
2019-01-31,sd,41,SD
2019-01-31,sd,62,SD
2019-01-31,sd,26,SD
2019-01-31,sd,44,SD
2019-07-31,sd,54,SD
2019-01-31,sd,41,SD
2019-01-31,sd,40,SD
2019-01-31,sd,28,SD
2019-01-31,sd,SD,SD
2019-01-31,sd,45,SD
2019-01-31,sd,22,SD
2019-02-01,sd,55,SD
2019-02-01,sd,55,SD
2019-02-01,sd,62,SD
2019-02-01,sd,24,SD
2019-02-01,sd,30,SD
2019-02-01,sd,30,SD
2019-02-01,sd,SD,SD
2019-02-01,sd,SD,SD
2019-02-01,sd,21,SD
2019-02-01,sd,46,SD
2019-02-01,sd,SD,SD
2019-02-01,sd,SD,SD
2019-02-01,sd,38,SD
2019-02-01,sd,38,SD
2019-02-01,sd,30,SD
2019-02-01,sd,SD,SD
2019-02-01,sd,47,SD
2019-02-01,sd,37,SD
2019-02-01,sd,70,SD
2019-02-01,sd,70,SD
2019-02-01,sd,42,SD
2019-02-01,sd,44,SD
2019-02-01,sd,51,SD
2019-02-01,sd,19,SD
2019-02-01,sd,45,SD
2019-02-01,sd,45,SD
2019-02-01,sd,31,SD
2019-02-01,sd,26,SD
2019-02-01,sd,29,SD
2019-02-01,sd,29,SD
2019-02-01,sd,SD,SD
2019-02-01,sd,SD,SD
2019-02-01,sd,47,SD
2019-02-01,sd,27,SD
2019-02-01,sd,25,SD
2019-02-02,sd,35,SD
2019-02-02,sd,27,SD
2019-02-02,sd,35,SD
2019-02-02,sd,SD,SD
2019-02-02,sd,23,SD
2019-02-02,sd,23,SD
2019-02-02,sd,34,SD
2019-02-02,sd,34,SD
2019-02-02,sd,21,SD
